学科门类代码,学科门类,专业类代码,专业类,专业代码,专业名称,是否特设专业,是否国家控制布点专业,特殊标识,学位授予说明,专业介绍
3,法学,303,社会学类,30301,社会学,,,,,"培养目标：培养系统掌握社会学知识，熟悉我国相关法律法规和政策，能在相关部门从事社会学工作的高级专门人才。

培养要求：掌握社会学的基本理论与基本知识；掌握社会学的基本分析方法和技术；熟悉我国相关法律法规和政策；具有运用社会学知识认识和处理问题的能力。

核心课程：法理学、宪法、民法、刑法、社会学专业核心课程、法律实务、案例分析等。

就业方向：司法机关、行政机关、法律服务机构、企事业单位法务部门、律师事务所等相关机构。"
3,法学,303,社会学类,30302,社会工作,,,,,"培养目标：培养系统掌握社会工作知识，熟悉我国相关法律法规和政策，能在相关部门从事社会工作工作的高级专门人才。

培养要求：掌握社会工作的基本理论与基本知识；掌握社会工作的基本分析方法和技术；熟悉我国相关法律法规和政策；具有运用社会工作知识认识和处理问题的能力。

核心课程：法理学、宪法、民法、刑法、社会工作专业核心课程、法律实务、案例分析等。

就业方向：司法机关、行政机关、法律服务机构、企事业单位法务部门、律师事务所等相关机构。"
3,法学,303,社会学类,30303,人类学,T,,T,,"培养目标：培养系统掌握人类学知识，熟悉我国相关法律法规和政策，能在相关部门从事人类学工作的高级专门人才。

培养要求：掌握人类学的基本理论与基本知识；掌握人类学的基本分析方法和技术；熟悉我国相关法律法规和政策；具有运用人类学知识认识和处理问题的能力。

核心课程：法理学、宪法、民法、刑法、人类学专业核心课程、法律实务、案例分析等。

就业方向：司法机关、行政机关、法律服务机构、企事业单位法务部门、律师事务所等相关机构。"
3,法学,303,社会学类,30304,女性学,T,,T,,"培养目标：培养系统掌握女性学知识，熟悉我国相关法律法规和政策，能在相关部门从事女性学工作的高级专门人才。

培养要求：掌握女性学的基本理论与基本知识；掌握女性学的基本分析方法和技术；熟悉我国相关法律法规和政策；具有运用女性学知识认识和处理问题的能力。

核心课程：法理学、宪法、民法、刑法、女性学专业核心课程、法律实务、案例分析等。

就业方向：司法机关、行政机关、法律服务机构、企事业单位法务部门、律师事务所等相关机构。"
3,法学,303,社会学类,30305,家政学,T,,T,,"培养目标：培养系统掌握家政学知识，熟悉我国相关法律法规和政策，能在相关部门从事家政学工作的高级专门人才。

培养要求：掌握家政学的基本理论与基本知识；掌握家政学的基本分析方法和技术；熟悉我国相关法律法规和政策；具有运用家政学知识认识和处理问题的能力。

核心课程：法理学、宪法、民法、刑法、家政学专业核心课程、法律实务、案例分析等。

就业方向：司法机关、行政机关、法律服务机构、企事业单位法务部门、律师事务所等相关机构。"
3,法学,303,社会学类,30306,老年学,T,,T,,"培养目标：培养系统掌握老年学知识，熟悉我国相关法律法规和政策，能在相关部门从事老年学工作的高级专门人才。

培养要求：掌握老年学的基本理论与基本知识；掌握老年学的基本分析方法和技术；熟悉我国相关法律法规和政策；具有运用老年学知识认识和处理问题的能力。

核心课程：法理学、宪法、民法、刑法、老年学专业核心课程、法律实务、案例分析等。

就业方向：司法机关、行政机关、法律服务机构、企事业单位法务部门、律师事务所等相关机构。"
3,法学,303,社会学类,30307,社会政策,T,,T,,"培养目标：培养系统掌握社会政策知识，熟悉我国相关法律法规和政策，能在相关部门从事社会政策工作的高级专门人才。

培养要求：掌握社会政策的基本理论与基本知识；掌握社会政策的基本分析方法和技术；熟悉我国相关法律法规和政策；具有运用社会政策知识认识和处理问题的能力。

核心课程：法理学、宪法、民法、刑法、社会政策专业核心课程、法律实务、案例分析等。

就业方向：司法机关、行政机关、法律服务机构、企事业单位法务部门、律师事务所等相关机构。"
3,法学,304,民族学类,30401,民族学,,,,,"培养目标：培养系统掌握民族学知识，熟悉我国相关法律法规和政策，能在相关部门从事民族学工作的高级专门人才。

培养要求：掌握民族学的基本理论与基本知识；掌握民族学的基本分析方法和技术；熟悉我国相关法律法规和政策；具有运用民族学知识认识和处理问题的能力。

核心课程：法理学、宪法、民法、刑法、民族学专业核心课程、法律实务、案例分析等。

就业方向：司法机关、行政机关、法律服务机构、企事业单位法务部门、律师事务所等相关机构。"
3,法学,305,马克思主义理论类,30501,科学社会主义,,,,,"培养目标：培养系统掌握科学社会主义知识，熟悉我国相关法律法规和政策，能在相关部门从事科学社会主义工作的高级专门人才。

培养要求：掌握科学社会主义的基本理论与基本知识；掌握科学社会主义的基本分析方法和技术；熟悉我国相关法律法规和政策；具有运用科学社会主义知识认识和处理问题的能力。

核心课程：法理学、宪法、民法、刑法、科学社会主义专业核心课程、法律实务、案例分析等。

就业方向：司法机关、行政机关、法律服务机构、企事业单位法务部门、律师事务所等相关机构。"
3,法学,305,马克思主义理论类,30502,中国共产党历史,,,,,"培养目标：培养系统掌握中国共产党历史知识，熟悉我国相关法律法规和政策，能在相关部门从事中国共产党历史工作的高级专门人才。

培养要求：掌握中国共产党历史的基本理论与基本知识；掌握中国共产党历史的基本分析方法和技术；熟悉我国相关法律法规和政策；具有运用中国共产党历史知识认识和处理问题的能力。

核心课程：法理学、宪法、民法、刑法、中国共产党历史专业核心课程、法律实务、案例分析等。

就业方向：司法机关、行政机关、法律服务机构、企事业单位法务部门、律师事务所等相关机构。"
